scenario,replicate,family,mask,cardinality,reference_value,planning_value
moderate,11,retained_certificates,53,4,0.9537531581518666,0.9533603140187177
moderate,11,retained_certificates,54,4,1.1551162788013056,1.1551162788013056
moderate,11,retained_certificates,55,5,1.2365582394540624,1.2424200338435138
moderate,11,retained_certificates,56,3,0.14645459192927124,0.15190527142341725
moderate,11,retained_certificates,57,4,0.9537531581518666,0.9533603140187177
moderate,11,retained_certificates,58,4,1.1551162788013056,1.1551162788013056
moderate,11,retained_certificates,59,5,1.2365582394540624,1.2424200338435138
moderate,11,retained_certificates,60,4,0.14645459192927124,0.15190527142341725
moderate,11,retained_certificates,61,5,0.9537531581518666,0.9533603140187177
moderate,11,retained_certificates,62,5,1.1551162788013056,1.1551162788013056
moderate,11,retained_certificates,63,6,1.2365582394540624,1.2424200338435138
severe,0,operational,0,0,0.0,0.0
severe,0,operational,1,1,4.424661612047514,4.424661612047514
severe,0,operational,2,1,4.63752453647816,4.63752453647816
severe,0,operational,3,2,5.242903695636118,5.242903695636118
severe,0,operational,4,1,2.194846247686522,2.1947871135464263
severe,0,operational,5,2,4.424661612047514,4.424661612047514
severe,0,operational,6,2,4.786088803927069,4.7860729833359805
severe,0,operational,7,3,5.23440848908491,5.23440848908491
severe,0,operational,8,1,1.4452251035288564,1.444263852836417
severe,0,operational,9,2,4.426026450655329,4.42590745134319
severe,0,operational,10,2,4.6272897352888815,4.627333288938184
severe,0,operational,11,3,5.2351118034324875,5.2351118034324875
severe,0,operational,12,2,2.27748606878455,2.27744662230758
severe,0,operational,13,3,4.426026450652536,4.425907451340512
severe,0,operational,14,3,4.786088803926533,4.786072983335442
severe,0,operational,15,4,5.2330871099225895,5.2330871099225895
severe,0,operational,16,1,4.254603217978262,4.254603217978262
severe,0,operational,17,2,4.51872539396353,4.523928827158181
severe,0,operational,18,2,4.733636749796428,4.724092289040747
severe,0,operational,19,3,5.058901517476611,5.058275184151445
severe,0,operational,20,2,4.522108791136903,4.522108791136903
severe,0,operational,21,3,4.542985202162633,4.54895099828758
severe,0,operational,22,3,5.150660317158512,5.150620137735062
severe,0,operational,23,4,5.168688015011699,5.168647433198549
severe,0,operational,24,2,4.22791443161951,4.22791443161951
severe,0,operational,25,3,4.533853137789111,4.538978206374765
severe,0,operational,26,3,4.75412536904394,4.744982932205396
severe,0,operational,27,4,5.058685420042627,5.058058708533254
severe,0,operational,28,3,4.700406684568284,4.700406684568284
severe,0,operational,29,4,4.646554349960869,4.650797514099173
severe,0,operational,30,4,5.321784558313647,5.321784558313647
severe,0,operational,31,5,5.231934405523997,5.231914238562357
severe,0,operational,32,1,2.9696659456181376,2.9696659456181376
severe,0,operational,33,2,4.618420943957078,4.618505693438541
severe,0,operational,34,2,4.63752453647816,4.63752453647816
severe,0,operational,35,3,5.242903695636104,5.242903695636104
severe,0,operational,36,2,3.130837306892725,3.1305999330018643
severe,0,operational,37,3,4.618420943955867,4.61850569343736
severe,0,operational,38,3,4.78608880392223,4.786072983331123
severe,0,operational,39,4,5.234408489093495,5.234408489093495
severe,0,operational,40,2,2.9696659456181376,2.9696659456181376
severe,0,operational,41,3,4.610636210407332,4.610757208266366
severe,0,operational,42,3,4.627289735288894,4.627333288938196
severe,0,operational,43,4,5.2351118034320265,5.2351118034320265
severe,0,operational,44,3,3.130837306893647,3.1305999330027845
severe,0,operational,45,4,4.610636210272762,4.610757208131528
severe,0,operational,46,4,4.786088803922537,4.786072983331431
severe,0,operational,47,5,5.233087109919881,5.233087109919881
severe,0,operational,48,2,4.833939357294247,4.833939357294247
severe,0,operational,49,3,5.0196599788296705,5.019888802690042
severe,0,operational,50,3,4.793238643253618,4.784834896142666
severe,0,operational,51,4,5.161862260473788,5.161665887492619
severe,0,operational,52,3,4.997129621228487,4.997129621228487
severe,0,operational,53,4,5.01852281215046,5.018751488863529
severe,0,operational,54,4,5.208907858728239,5.20887905267968
severe,0,operational,55,5,5.236624615060148,5.236607285018144
severe,0,operational,56,3,4.910183377243419,4.910183377243419
severe,0,operational,57,4,5.106984358707335,5.106972294484048
severe,0,operational,58,4,4.83747844118927,4.832006285805237
severe,0,operational,59,5,5.161882882588049,5.161686659481965
severe,0,operational,60,4,5.1753559967209455,5.1753559967209455
severe,0,operational,61,5,5.108034031099402,5.107960063998847
severe,0,operational,62,5,5.484654204763832,5.484654204763832
severe,0,operational,63,6,5.484026226275925,5.484026226275925
severe,0,retained_certificates,0,0,0.0,0.0
severe,0,retained_certificates,1,1,4.424493231298899,4.424493231298899
severe,0,retained_certificates,2,1,4.626249196081487,4.626249196081487
severe,0,retained_certificates,3,2,4.668532702158406,4.6646619418955115
severe,0,retained_certificates,4,1,1.9404641739432646,1.9404641739432646
severe,0,retained_certificates,5,2,4.424493231298899,4.424493231298899
severe,0,retained_certificates,6,2,4.626249196081487,4.626249196081487
severe,0,retained_certificates,7,3,4.668532702158406,4.6646619418955115
severe,0,retained_certificates,8,1,1.186684210407181,1.1843344599749592
severe,0,retained_certificates,9,2,4.424493231298899,4.424493231298899
severe,0,retained_certificates,10,2,4.626249196081487,4.626249196081487
severe,0,retained_certificates,11,3,4.668532702158406,4.6646619418955115
severe,0,retained_certificates,12,2,1.9845186912566177,1.9737767762765657
severe,0,retained_certificates,13,3,4.424493231298899,4.424493231298899
severe,0,retained_certificates,14,3,4.626249196081487,4.626249196081487
severe,0,retained_certificates,15,4,4.668532702158406,4.6646619418955115
severe,0,retained_certificates,16,1,3.58091174181766,3.58091174181766
severe,0,retained_certificates,17,2,4.425077285590155,4.427158786032841
severe,0,retained_certificates,18,2,4.626358702719555,4.626249196081487
severe,0,retained_certificates,19,3,4.668598550092278,4.6646619418955115
severe,0,retained_certificates,20,2,3.58091174181766,3.58091174181766
severe,0,retained_certificates,21,3,4.425077285590155,4.427158786032841
severe,0,retained_certificates,22,3,4.626358702719555,4.626249196081487
severe,0,retained_certificates,23,4,4.668598550092278,4.6646619418955115
severe,0,retained_certificates,24,2,3.58091174181766,3.58091174181766
severe,0,retained_certificates,25,3,4.425077285590155,4.427158786032841
severe,0,retained_certificates,26,3,4.626358702719555,4.626249196081487
severe,0,retained_certificates,27,4,4.668598550092278,4.6646619418955115
severe,0,retained_certificates,28,3,3.58091174181766,3.58091174181766
severe,0,retained_certificates,29,4,4.425077285590155,4.427158786032841
severe,0,retained_certificates,30,4,4.626358702719555,4.626249196081487
severe,0,retained_certificates,31,5,4.668598550092278,4.6646619418955115
severe,0,retained_certificates,32,1,2.9583906052214637,2.9583906052214637
severe,0,retained_certificates,33,2,4.424493231298899,4.424493231298899
severe,0,retained_certificates,34,2,4.626249196081487,4.626249196081487
severe,0,retained_certificates,35,3,4.668532702158406,4.6646619418955115
severe,0,retained_certificates,36,2,2.958450384840523,2.9583906052214637
severe,0,retained_certificates,37,3,4.424493231298899,4.424493231298899
severe,0,retained_certificates,38,3,4.626249196081487,4.626249196081487
severe,0,retained_certificates,39,4,4.668532702158406,4.6646619418955115
severe,0,retained_certificates,40,2,2.9583906052214637,2.9583906052214637
severe,0,retained_certificates,41,3,4.424493231298899,4.424493231298899
severe,0,retained_certificates,42,3,4.626249196081487,4.626249196081487
severe,0,retained_certificates,43,4,4.668532702158406,4.6646619418955115
severe,0,retained_certificates,44,3,2.958450384840523,2.9583906052214637
severe,0,retained_certificates,45,4,4.424493231298899,4.424493231298899
severe,0,retained_certificates,46,4,4.626249196081487,4.626249196081487
severe,0,retained_certificates,47,5,4.668532702158406,4.6646619418955115
severe,0,retained_certificates,48,2,3.611735572222616,3.6152318765080773
severe,0,retained_certificates,49,3,4.425077285590155,4.427158786032841
severe,0,retained_certificates,50,3,4.626358702719555,4.626249196081487
severe,0,retained_certificates,51,4,4.668598550092278,4.6646619418955115
severe,0,retained_certificates,52,3,3.611735572222616,3.6152318765080773
severe,0,retained_certificates,53,4,4.425077285590155,4.427158786032841
severe,0,retained_certificates,54,4,4.626358702719555,4.626249196081487
severe,0,retained_certificates,55,5,4.668598550092278,4.6646619418955115
severe,0,retained_certificates,56,3,3.611735572222616,3.6152318765080773
severe,0,retained_certificates,57,4,4.425077285590155,4.427158786032841
severe,0,retained_certificates,58,4,4.626358702719555,4.626249196081487
severe,0,retained_certificates,59,5,4.668598550092278,4.6646619418955115
severe,0,retained_certificates,60,4,3.611735572222616,3.6152318765080773
severe,0,retained_certificates,61,5,4.425077285590155,4.427158786032841
severe,0,retained_certificates,62,5,4.626358702719555,4.626249196081487
severe,0,retained_certificates,63,6,4.668598550092278,4.6646619418955115
severe,1,operational,0,0,0.0,0.0
severe,1,operational,1,1,3.388240770454634,3.3883724069630974
severe,1,operational,2,1,3.368580835374433,3.3685789843706964
severe,1,operational,3,2,3.9833416961894623,3.983318969015919
severe,1,operational,4,1,0.8953004121536194,0.8988264618178388
severe,1,operational,5,2,3.3882407513913986,3.3883723879377765
severe,1,operational,6,2,3.533756186682894,3.533505982655222
severe,1,operational,7,3,3.983303801514121,3.9832810372978846
severe,1,operational,8,1,0.18843258472029056,0.1880856320003872
severe,1,operational,9,2,3.388240751062039,3.3883723876090723
severe,1,operational,10,2,3.368539496588391,3.3685392391308477
severe,1,operational,11,3,3.977252329636249,3.977223650002732
severe,1,operational,12,2,0.9049858912779065,0.9082890772798926
severe,1,operational,13,3,3.388240740130285,3.3883723766990617
severe,1,operational,14,3,3.5337561866829574,3.5335059826552913
severe,1,operational,15,4,3.9772523297484645,3.9772236501150573
severe,1,operational,16,1,3.4445805396978204,3.4445805396978204
severe,1,operational,17,2,3.807595505876889,3.8092943953408973
severe,1,operational,18,2,4.00184581780361,4.001835785401482
severe,1,operational,19,3,4.303417995472802,4.303417995472802
severe,1,operational,20,2,3.4692048195404195,3.4692048195404195
severe,1,operational,21,3,3.8075952261276975,3.809294117010244
severe,1,operational,22,3,3.9477323388144194,3.947727725430316
severe,1,operational,23,4,4.287679158321026,4.287679158321026
severe,1,operational,24,2,3.4366204077815836,3.4366204077815836
severe,1,operational,25,3,3.807594976352993,3.8092938679488686
severe,1,operational,26,3,3.994750033339075,3.9947390958947904
severe,1,operational,27,4,4.280340411619743,4.280340411619743
severe,1,operational,28,3,3.4688406918075962,3.4688406918075962
severe,1,operational,29,4,3.8075950404563184,3.809293932094386
severe,1,operational,30,4,3.9470263435938757,3.947019117555435
severe,1,operational,31,5,4.278206809925007,4.278206809925007
severe,1,operational,32,1,1.7117876079188816,1.7117876079188816
severe,1,operational,33,2,3.388240788142574,3.3883724246158566
severe,1,operational,34,2,3.3685808353745106,3.368578984370779
severe,1,operational,35,3,3.983341696184412,3.983318969010864
severe,1,operational,36,2,1.8935089552026003,1.8963534621543285
severe,1,operational,37,3,3.38824075832828,3.3883723948608613
severe,1,operational,38,3,3.5337561866856193,3.5335059826581805
severe,1,operational,39,4,3.9833038015144138,3.9832810372981773
severe,1,operational,40,2,1.7117876079188816,1.7117876079188816
severe,1,operational,41,3,3.388240754273177,3.388372390813824
severe,1,operational,42,3,3.368539496588401,3.3685392391308477
severe,1,operational,43,4,3.9772523296393936,3.9772236500058797
severe,1,operational,44,3,1.8935089552029405,1.896353462154675
severe,1,operational,45,4,3.3882407497414695,3.3883723862911292
severe,1,operational,46,4,3.5337561866855918,3.533505982658151
severe,1,operational,47,5,3.977252329752634,3.977223650119231
severe,1,operational,48,2,3.7160955278320467,3.7160955278320467
severe,1,operational,49,3,3.900510024886286,3.902093509453853
severe,1,operational,50,3,3.98727572893731,3.987252552070718
severe,1,operational,51,4,4.325196415525184,4.325196415525184
severe,1,operational,52,3,3.684967726979006,3.684967726979006
severe,1,operational,53,4,3.9006135927278036,3.9021962757751267
severe,1,operational,54,4,3.9486660059634504,3.9486611331116745
severe,1,operational,55,5,4.321378826942656,4.321378826942656
severe,1,operational,56,3,3.7122027600116985,3.7122027600116985
severe,1,operational,57,4,3.9006069038329665,3.902189638731725
severe,1,operational,58,4,3.9810788552561585,3.9810510984473533
severe,1,operational,59,5,4.325691134344563,4.325691134344563
severe,1,operational,60,4,3.684876584648489,3.684876584648489
severe,1,operational,61,5,3.900649375867509,3.902231777610686
severe,1,operational,62,5,3.9466936375099424,3.946685625025867
severe,1,operational,63,6,4.325616514261107,4.325616514261107
severe,1,retained_certificates,0,0,0.0,0.0
severe,1,retained_certificates,1,1,3.3457693362801653,3.3457693362801653
severe,1,retained_certificates,2,1,3.368510960133806,3.368510960133806
severe,1,retained_certificates,3,2,3.546002182254276,3.543301693849325
severe,1,retained_certificates,4,1,0.8338014040344666,0.8427262127899091
severe,1,retained_certificates,5,2,3.3457693362801653,3.3457693362801653
severe,1,retained_certificates,6,2,3.368510960133806,3.368510960133806
severe,1,retained_certificates,7,3,3.546002182254276,3.543301693849325
severe,1,retained_certificates,8,1,0.030033084424674783,0.02844107169689636
severe,1,retained_certificates,9,2,3.3457693362801653,3.3457693362801653
severe,1,retained_certificates,10,2,3.368510960133806,3.368510960133806
severe,1,retained_certificates,11,3,3.546002182254276,3.543301693849325
severe,1,retained_certificates,12,2,0.8543066316441292,0.8605233568574615
severe,1,retained_certificates,13,3,3.3457693362801653,3.3457693362801653
severe,1,retained_certificates,14,3,3.368510960133806,3.368510960133806
severe,1,retained_certificates,15,4,3.546002182254276,3.543301693849325
severe,1,retained_certificates,16,1,2.693996270167674,2.693996270167674
severe,1,retained_certificates,17,2,3.363611773609896,3.36597766880896
severe,1,retained_certificates,18,2,3.369491887739231,3.3707592207770185
severe,1,retained_certificates,19,3,3.54675088291793,3.5441193872758734
severe,1,retained_certificates,20,2,2.693996270167674,2.693996270167674
severe,1,retained_certificates,21,3,3.363611773609896,3.36597766880896
severe,1,retained_certificates,22,3,3.369491887739231,3.3707592207770185
severe,1,retained_certificates,23,4,3.54675088291793,3.5441193872758734
severe,1,retained_certificates,24,2,2.693996270167674,2.693996270167674
severe,1,retained_certificates,25,3,3.363611773609896,3.36597766880896
severe,1,retained_certificates,26,3,3.369491887739231,3.3707592207770185
severe,1,retained_certificates,27,4,3.54675088291793,3.5441193872758734
severe,1,retained_certificates,28,3,2.693996270167674,2.693996270167674
severe,1,retained_certificates,29,4,3.363611773609896,3.36597766880896
severe,1,retained_certificates,30,4,3.369491887739231,3.3707592207770185
severe,1,retained_certificates,31,5,3.54675088291793,3.5441193872758734
severe,1,retained_certificates,32,1,1.700652369273783,1.700652369273783
severe,1,retained_certificates,33,2,3.3457693362801653,3.3457693362801653
severe,1,retained_certificates,34,2,3.368510960133806,3.368510960133806
severe,1,retained_certificates,35,3,3.546002182254276,3.543301693849325
severe,1,retained_certificates,36,2,1.7076515013191278,1.710573950130625
severe,1,retained_certificates,37,3,3.3457693362801653,3.3457693362801653
severe,1,retained_certificates,38,3,3.368510960133806,3.368510960133806
severe,1,retained_certificates,39,4,3.546002182254276,3.543301693849325
severe,1,retained_certificates,40,2,1.700652369273783,1.700652369273783
severe,1,retained_certificates,41,3,3.3457693362801653,3.3457693362801653
severe,1,retained_certificates,42,3,3.368510960133806,3.368510960133806
severe,1,retained_certificates,43,4,3.546002182254276,3.543301693849325
severe,1,retained_certificates,44,3,1.7076515013191278,1.710573950130625
severe,1,retained_certificates,45,4,3.3457693362801653,3.3457693362801653
severe,1,retained_certificates,46,4,3.368510960133806,3.368510960133806
severe,1,retained_certificates,47,5,3.546002182254276,3.543301693849325
severe,1,retained_certificates,48,2,2.6944231297757018,2.693996270167674
severe,1,retained_certificates,49,3,3.363611773609896,3.36597766880896
severe,1,retained_certificates,50,3,3.369491887739231,3.3707592207770185
severe,1,retained_certificates,51,4,3.54675088291793,3.5441193872758734
severe,1,retained_certificates,52,3,2.6944231297757018,2.693996270167674
severe,1,retained_certificates,53,4,3.363611773609896,3.36597766880896
severe,1,retained_certificates,54,4,3.369491887739231,3.3707592207770185
severe,1,retained_certificates,55,5,3.54675088291793,3.5441193872758734
severe,1,retained_certificates,56,3,2.6944231297757018,2.693996270167674
severe,1,retained_certificates,57,4,3.363611773609896,3.36597766880896
severe,1,retained_certificates,58,4,3.369491887739231,3.3707592207770185
severe,1,retained_certificates,59,5,3.54675088291793,3.5441193872758734
severe,1,retained_certificates,60,4,2.6944231297757018,2.693996270167674
severe,1,retained_certificates,61,5,3.363611773609896,3.36597766880896
severe,1,retained_certificates,62,5,3.369491887739231,3.3707592207770185
severe,1,retained_certificates,63,6,3.54675088291793,3.5441193872758734
severe,2,operational,0,0,0.0,0.0
severe,2,operational,1,1,2.932279609607373,2.933176679080054
severe,2,operational,2,1,2.9831198581450433,2.9831198581450433
severe,2,operational,3,2,3.5552600802994125,3.5546920874003898
severe,2,operational,4,1,0.22482436601559108,0.22189545935980082
severe,2,operational,5,2,2.9322795880550605,2.9331766576286205
severe,2,operational,6,2,3.1365015455635312,3.1365015455635312
severe,2,operational,7,3,3.5552600805791887,3.5546920876848045
severe,2,operational,8,1,0.5071488606617063,0.4982946935471091
severe,2,operational,9,2,2.9948154266232936,2.995530969753241
severe,2,operational,10,2,2.9748166635016786,2.9747385829016615
severe,2,operational,11,3,3.545919291242847,3.545331169306145
severe,2,operational,12,2,0.6594433357208533,0.6485247258750579
severe,2,operational,13,3,2.9948154266589357,2.9955309697887698
severe,2,operational,14,3,3.1365015455748164,3.1365015455748164
severe,2,operational,15,4,3.545919301131053,3.5453311792485858
severe,2,operational,16,1,2.4608328879706396,2.4608699526323754
severe,2,operational,17,2,3.3508295425735755,3.3594482640835137
severe,2,operational,18,2,3.089458932971484,3.0963211102544257
severe,2,operational,19,3,3.4532526470763045,3.4610600053504683
severe,2,operational,20,2,2.7789982534310207,2.7789982534310207
severe,2,operational,21,3,3.368771726487118,3.3788462808675916
severe,2,operational,22,3,3.3312664711959403,3.332918976024118
severe,2,operational,23,4,3.4731246709645243,3.4824375181104723
severe,2,operational,24,2,3.2329088932831005,3.2329088932831005
severe,2,operational,25,3,3.477083418711067,3.486191918028954
severe,2,operational,26,3,3.3455577178858835,3.3474107547175596
severe,2,operational,27,4,3.7336360702341826,3.7365371467463406
severe,2,operational,28,3,3.1538710503374263,3.1538710503374263
severe,2,operational,29,4,3.477104718095063,3.4862157951379316
severe,2,operational,30,4,3.630838162556759,3.630897652639886
severe,2,operational,31,5,3.707889911421714,3.7116296944973
severe,2,operational,32,1,1.3152612672850212,1.3152612672850212
severe,2,operational,33,2,2.9323943470039326,2.9331766791159914
severe,2,operational,34,2,2.9831198581450433,2.9831198581450433
severe,2,operational,35,3,3.5552600805832975,3.554692087689007
severe,2,operational,36,2,1.474173539311761,1.4738039260643987
severe,2,operational,37,3,2.9323943469922296,2.933176679104112
severe,2,operational,38,3,3.1365015455690264,3.1365015455690264
severe,2,operational,39,4,3.5552600804560406,3.5546920875598094
severe,2,operational,40,2,1.3163415002782894,1.315716369772293
severe,2,operational,41,3,2.994839484772294,2.9955309697468158
severe,2,operational,42,3,2.97481666350729,2.9747385829071025
severe,2,operational,43,4,3.5459193029824125,3.5453311811100994
severe,2,operational,44,3,1.4743594290271904,1.4738039260646536
severe,2,operational,45,4,2.994839484785562,2.9955309697600323
severe,2,operational,46,4,3.136501545569019,3.136501545569019
severe,2,operational,47,5,3.545919316900383,3.545331195104407
severe,2,operational,48,2,3.1147015669774283,3.1147015669774283
severe,2,operational,49,3,3.3960221631078715,3.4067255864932697
severe,2,operational,50,3,3.141511045465223,3.1460235877993847
severe,2,operational,51,4,3.487019790078764,3.4932721824071313
severe,2,operational,52,3,3.117083521101341,3.117083521101341
severe,2,operational,53,4,3.396434698695871,3.40740146123264
severe,2,operational,54,4,3.4296344757193764,3.430589670796551
severe,2,operational,55,5,3.4927250306964206,3.500670031513976
severe,2,operational,56,3,3.4269258956845823,3.4269258956845823
severe,2,operational,57,4,3.5537336804989494,3.5623559719338855
severe,2,operational,58,4,3.3828747072498224,3.3845700795169016
severe,2,operational,59,5,3.7682187569418955,3.771073005763865
severe,2,operational,60,4,3.461523009618917,3.461523009618917
severe,2,operational,61,5,3.554147798505043,3.562761894073817
severe,2,operational,62,5,3.7264748563195074,3.7264748563195074
severe,2,operational,63,6,3.7716934839021192,3.774568377468869
severe,2,retained_certificates,0,0,0.0,0.0
severe,2,retained_certificates,1,1,2.768947636141683,2.768947636141683
severe,2,retained_certificates,2,1,2.9707036009242707,2.9707036009242707
severe,2,retained_certificates,3,2,3.2387746657249785,3.2473846348014184
severe,2,retained_certificates,4,1,0.18867861742342917,0.1877683709451201
severe,2,retained_certificates,5,2,2.768947636141683,2.768947636141683
severe,2,retained_certificates,6,2,2.9707036009242707,2.9707036009242707
severe,2,retained_certificates,7,3,3.2387746657249785,3.2473846348014184
severe,2,retained_certificates,8,1,0.5067974338851542,0.4979649571856317
severe,2,retained_certificates,9,2,2.768947636141683,2.768947636141683
severe,2,retained_certificates,10,2,2.9707036009242707,2.9707036009242707
severe,2,retained_certificates,11,3,3.2387746657249785,3.2473846348014184
severe,2,retained_certificates,12,2,0.6177275458097924,0.5961516207110726
severe,2,retained_certificates,13,3,2.768947636141683,2.768947636141683
severe,2,retained_certificates,14,3,2.9707036009242707,2.9707036009242707
severe,2,retained_certificates,15,4,3.2387746657249785,3.2473846348014184
severe,2,retained_certificates,16,1,1.669342331658835,1.669342331658835
severe,2,retained_certificates,17,2,2.769307890552619,2.769134936820927
severe,2,retained_certificates,18,2,2.9707036009242707,2.9707036009242707
severe,2,retained_certificates,19,3,3.2387746657249785,3.2473846348014184
severe,2,retained_certificates,20,2,1.669342331658835,1.669342331658835
severe,2,retained_certificates,21,3,2.769307890552619,2.769134936820927
severe,2,retained_certificates,22,3,2.9707036009242707,2.9707036009242707
severe,2,retained_certificates,23,4,3.2387746657249785,3.2473846348014184
severe,2,retained_certificates,24,2,1.680098099892703,1.6783641114039014
severe,2,retained_certificates,25,3,2.769307890552619,2.769134936820927
severe,2,retained_certificates,26,3,2.9707036009242707,2.9707036009242707
severe,2,retained_certificates,27,4,3.2387746657249785,3.2473846348014184
severe,2,retained_certificates,28,3,1.680098099892703,1.6783641114039014
severe,2,retained_certificates,29,4,2.769307890552619,2.769134936820927
severe,2,retained_certificates,30,4,2.9707036009242707,2.9707036009242707
severe,2,retained_certificates,31,5,3.2387746657249785,3.2473846348014184
severe,2,retained_certificates,32,1,1.3028450100642477,1.3028450100642477
severe,2,retained_certificates,33,2,2.773073219930322,2.7753353849378
severe,2,retained_certificates,34,2,2.9707036009242707,2.9707036009242707
severe,2,retained_certificates,35,3,3.2387746657249785,3.2473846348014184
severe,2,retained_certificates,36,2,1.3030130481487756,1.3028450100642477
severe,2,retained_certificates,37,3,2.773073219930322,2.7753353849378
severe,2,retained_certificates,38,3,2.9707036009242707,2.9707036009242707
severe,2,retained_certificates,39,4,3.2387746657249785,3.2473846348014184
severe,2,retained_certificates,40,2,1.303925243057515,1.3033001125515202
severe,2,retained_certificates,41,3,2.773073219930322,2.7753353849378
severe,2,retained_certificates,42,3,2.9707036009242707,2.9707036009242707
severe,2,retained_certificates,43,4,3.2387746657249785,3.2473846348014184
severe,2,retained_certificates,44,3,1.304093281142043,1.3033001125515202
severe,2,retained_certificates,45,4,2.773073219930322,2.7753353849378
severe,2,retained_certificates,46,4,2.9707036009242707,2.9707036009242707
severe,2,retained_certificates,47,5,3.2387746657249785,3.2473846348014184
severe,2,retained_certificates,48,2,1.8164383572203064,1.8180492781591582
severe,2,retained_certificates,49,3,2.773351025679276,2.7754047144998304
severe,2,retained_certificates,50,3,2.9707036009242707,2.9707036009242707
severe,2,retained_certificates,51,4,3.2387746657249785,3.2473846348014184
severe,2,retained_certificates,52,3,1.8164383572203064,1.8180492781591582
severe,2,retained_certificates,53,4,2.773351025679276,2.7754047144998304
severe,2,retained_certificates,54,4,2.9707036009242707,2.9707036009242707
severe,2,retained_certificates,55,5,3.2387746657249785,3.2473846348014184
severe,2,retained_certificates,56,3,1.8169831345658647,1.8180492781591582
severe,2,retained_certificates,57,4,2.773351025679276,2.7754047144998304
severe,2,retained_certificates,58,4,2.9707036009242707,2.9707036009242707
severe,2,retained_certificates,59,5,3.2387746657249785,3.2473846348014184
severe,2,retained_certificates,60,4,1.8169831345658647,1.8180492781591582
severe,2,retained_certificates,61,5,2.773351025679276,2.7754047144998304
severe,2,retained_certificates,62,5,2.9707036009242707,2.9707036009242707
severe,2,retained_certificates,63,6,3.2387746657249785,3.2473846348014184
severe,3,operational,0,0,0.0,0.0
severe,3,operational,1,1,4.179537473393363,4.178525257725089
severe,3,operational,2,1,4.370003864568389,4.369965650051181
severe,3,operational,3,2,4.967008443562937,4.964679848510259
severe,3,operational,4,1,1.8518023264820034,1.8518023264820034
severe,3,operational,5,2,4.179537473268561,4.1785252575993965
severe,3,operational,6,2,4.537359256606908,4.536069291835801
severe,3,operational,7,3,4.967008443424574,4.9646798483542955
severe,3,operational,8,1,0.9535303911817747,0.9546563632587004
severe,3,operational,9,2,4.17953747339741,4.178525257729165
severe,3,operational,10,2,4.370003864568416,4.3699656500512045
severe,3,operational,11,3,4.9668839982356054,4.96455536591764
severe,3,operational,12,2,2.218271784566599,2.2122203476712796
severe,3,operational,13,3,4.17953747328695,4.178525257617917
severe,3,operational,14,3,4.5373592566069,4.536069291835792
severe,3,operational,15,4,4.966883998142637,4.964555365808802
severe,3,operational,16,1,4.005305320208943,4.005305320208943
severe,3,operational,17,2,4.609800628718077,4.602704239996484
severe,3,operational,18,2,4.873218109824576,4.87394521802263
severe,3,operational,19,3,5.04054581792319,5.037979086463114
severe,3,operational,20,2,4.216491532416441,4.216491532416441
severe,3,operational,21,3,4.580931526421963,4.572901036880657
severe,3,operational,22,3,4.958068641491976,4.956778271038212
severe,3,operational,23,4,5.030636676447322,5.02791997526149
severe,3,operational,24,2,4.004876758180936,4.004876758180936
severe,3,operational,25,3,4.635783510441927,4.628976684863574
severe,3,operational,26,3,4.874403264262329,4.875159430313294
severe,3,operational,27,4,5.110300682238799,5.1094913525296475
severe,3,operational,28,3,4.216491532479212,4.216491532479212
severe,3,operational,29,4,4.628480930810921,4.621381005070614
severe,3,operational,30,4,4.9584245287081075,4.957144801164748
severe,3,operational,31,5,5.085979137516709,5.084586635670438
severe,3,operational,32,1,2.7130150822391315,2.7130150822391315
severe,3,operational,33,2,4.179728386686371,4.178525257599546
severe,3,operational,34,2,4.370003864568197,4.3699656500510144
severe,3,operational,35,3,4.967008443429057,4.964679848357791
severe,3,operational,36,2,2.933949036275245,2.9344280645293956
severe,3,operational,37,3,4.179728386687694,4.178525257600883
severe,3,operational,38,3,4.537359256611738,4.536069291840641
severe,3,operational,39,4,4.9670084434205455,4.96467984835165
severe,3,operational,40,2,2.7130150822391315,2.7130150822391315
severe,3,operational,41,3,4.179728386699253,4.178525257612576
severe,3,operational,42,3,4.370003864568224,4.3699656500510375
severe,3,operational,43,4,4.966883998151019,4.9645553658164685
severe,3,operational,44,3,2.9339490362772596,2.9344280645312812
severe,3,operational,45,4,4.179728386807346,4.17852525772192
severe,3,operational,46,4,4.537359256611869,4.536069291840772
severe,3,operational,47,5,4.966883998130094,4.964555365795716
severe,3,operational,48,2,4.8601092622661515,4.8601092622661515
severe,3,operational,49,3,4.831219465547556,4.8299572553323005
severe,3,operational,50,3,5.065334565421599,5.064922115777597
severe,3,operational,51,4,5.223425107055988,5.2233643069041555
severe,3,operational,52,3,4.737003682370826,4.737003682370826
severe,3,operational,53,4,4.831617331861744,4.830355007300096
severe,3,operational,54,4,5.231584901806024,5.231636340899609
severe,3,operational,55,5,5.229159596501488,5.229139952048278
severe,3,operational,56,3,4.860674922834897,4.860674922834897
severe,3,operational,57,4,4.831704162898318,4.83044185785483
severe,3,operational,58,4,5.065710862164341,5.065295766257915
severe,3,operational,59,5,5.285712315005695,5.285652278713988
severe,3,operational,60,4,4.7373791313526326,4.7373791313526326
severe,3,operational,61,5,4.831733400672652,4.83047235571558
