surface,replicate,seed,method,target,estimate,released,lower,upper,data_access,truth,absolute_error,covered
constant,99,3028964827,rbf_kernel_ridge,3,2.9681305726634704,True,,,archive_summaries,2.0,0.9681305726634704,
constant,99,3028964827,unit_ridge_t_learner,3,2.9132518630471362,True,,,source_individuals,2.0,0.9132518630471362,
constant,99,3028964827,atlas,4,2.526447206159543,True,0.6117392818269765,4.44115513049211,archive_summaries,2.0,0.5264472061595429,True
constant,99,3028964827,atlas_no_rejection,4,2.526447206159543,True,0.8920651144897418,4.160829297829344,archive_summaries,2.0,0.5264472061595429,True
constant,99,3028964827,semantic_forced,4,2.8683761024177827,True,1.7277748207387418,4.0089773840968235,archive_summaries,2.0,0.8683761024177827,True
constant,99,3028964827,ivw_meta,4,2.789363849164386,True,,,archive_summaries,2.0,0.7893638491643862,
constant,99,3028964827,random_effects_meta,4,2.789363849164386,True,,,archive_summaries,2.0,0.7893638491643862,
constant,99,3028964827,full_nearest,4,2.8459448788217006,True,,,archive_summaries,2.0,0.8459448788217006,
constant,99,3028964827,ridge_meta_regression,4,2.4779631144009473,True,,,archive_summaries,2.0,0.4779631144009473,
constant,99,3028964827,rbf_kernel_ridge,4,2.4558954845097625,True,,,archive_summaries,2.0,0.45589548450976247,
constant,99,3028964827,unit_ridge_t_learner,4,2.4895331837229744,True,,,source_individuals,2.0,0.4895331837229744,
constant,99,3028964827,atlas,5,2.183840707493251,True,0.17418352248877156,4.193497892497731,archive_summaries,2.0,0.1838407074932511,True
constant,99,3028964827,atlas_no_rejection,5,2.183840707493251,True,0.4513615545216241,3.916319860464878,archive_summaries,2.0,0.1838407074932511,True
constant,99,3028964827,semantic_forced,5,2.791175405126003,True,1.5775532065156443,4.004797603736361,archive_summaries,2.0,0.7911754051260029,True
constant,99,3028964827,ivw_meta,5,2.789363849164386,True,,,archive_summaries,2.0,0.7893638491643862,
constant,99,3028964827,random_effects_meta,5,2.789363849164386,True,,,archive_summaries,2.0,0.7893638491643862,
constant,99,3028964827,full_nearest,5,1.7821774104836758,True,,,archive_summaries,2.0,0.21782258951632416,
constant,99,3028964827,ridge_meta_regression,5,2.2670169794807618,True,,,archive_summaries,2.0,0.26701697948076175,
constant,99,3028964827,rbf_kernel_ridge,5,2.240437402175483,True,,,archive_summaries,2.0,0.24043740217548315,
constant,99,3028964827,unit_ridge_t_learner,5,1.9793958225565143,True,,,source_individuals,2.0,0.02060417744348575,
smooth,0,3503121042,atlas,0,1.5964439057566961,True,-0.6789759042160872,3.8718637157294795,archive_summaries,1.6922223235637268,0.09577841780703067,True
smooth,0,3503121042,atlas_no_rejection,0,1.5964439057566961,True,-0.32256252701963195,3.5154503385330242,archive_summaries,1.6922223235637268,0.09577841780703067,True
smooth,0,3503121042,semantic_forced,0,2.1271855413954284,True,0.9227805543488661,3.331590528441991,archive_summaries,1.6922223235637268,0.43496321783170155,True
smooth,0,3503121042,ivw_meta,0,2.069580404800221,True,,,archive_summaries,1.6922223235637268,0.3773580812364943,
smooth,0,3503121042,random_effects_meta,0,2.069580404800221,True,,,archive_summaries,1.6922223235637268,0.3773580812364943,
smooth,0,3503121042,full_nearest,0,2.3750417920461384,True,,,archive_summaries,1.6922223235637268,0.6828194684824116,
smooth,0,3503121042,ridge_meta_regression,0,1.7781199004023227,True,,,archive_summaries,1.6922223235637268,0.08589757683859589,
smooth,0,3503121042,rbf_kernel_ridge,0,2.0372986934873047,True,,,archive_summaries,1.6922223235637268,0.34507636992357793,
smooth,0,3503121042,unit_ridge_t_learner,0,2.098465741234838,True,,,source_individuals,1.6922223235637268,0.40624341767111116,
smooth,0,3503121042,atlas,1,1.5795873052851506,True,-0.2227475067119682,3.3819221172822695,archive_summaries,2.017769906626855,0.4381826013417043,True
smooth,0,3503121042,atlas_no_rejection,1,1.5795873052851506,True,0.03524605372771772,3.1239285568425834,archive_summaries,2.017769906626855,0.4381826013417043,True
smooth,0,3503121042,semantic_forced,1,1.984241722422303,True,0.9378526120070452,3.030630832837561,archive_summaries,2.017769906626855,0.033528184204551836,True
smooth,0,3503121042,ivw_meta,1,2.069580404800221,True,,,archive_summaries,2.017769906626855,0.05181049817336625,
smooth,0,3503121042,random_effects_meta,1,2.069580404800221,True,,,archive_summaries,2.017769906626855,0.05181049817336625,
smooth,0,3503121042,full_nearest,1,0.6248921949961748,True,,,archive_summaries,2.017769906626855,1.39287771163068,
smooth,0,3503121042,ridge_meta_regression,1,1.768241227744936,True,,,archive_summaries,2.017769906626855,0.24952867888191888,
smooth,0,3503121042,rbf_kernel_ridge,1,1.9080237138305747,True,,,archive_summaries,2.017769906626855,0.10974619279628017,
smooth,0,3503121042,unit_ridge_t_learner,1,1.66150063781616,True,,,source_individuals,2.017769906626855,0.35626926881069476,
smooth,0,3503121042,atlas,2,2.592795180656667,True,0.43630170303481286,4.749288658278521,archive_summaries,1.4860420217001362,1.106753158956531,True
smooth,0,3503121042,atlas_no_rejection,2,2.592795180656667,True,0.7093884522070424,4.476201909106292,archive_summaries,1.4860420217001362,1.106753158956531,True
smooth,0,3503121042,semantic_forced,2,2.14554777020584,True,0.9035242791109424,3.387571261300738,archive_summaries,1.4860420217001362,0.6595057485057039,True
smooth,0,3503121042,ivw_meta,2,2.069580404800221,True,,,archive_summaries,1.4860420217001362,0.5835383831000849,
smooth,0,3503121042,random_effects_meta,2,2.069580404800221,True,,,archive_summaries,1.4860420217001362,0.5835383831000849,
smooth,0,3503121042,full_nearest,2,2.9986967853064814,True,,,archive_summaries,1.4860420217001362,1.5126547636063452,
smooth,0,3503121042,ridge_meta_regression,2,2.4246831638182456,True,,,archive_summaries,1.4860420217001362,0.9386411421181093,
smooth,0,3503121042,rbf_kernel_ridge,2,2.723975623490538,True,,,archive_summaries,1.4860420217001362,1.237933601790402,
smooth,0,3503121042,unit_ridge_t_learner,2,2.164227756837333,True,,,source_individuals,1.4860420217001362,0.6781857351371969,
smooth,0,3503121042,atlas,3,2.2931155980831424,True,0.3541539674918275,4.2320772286744575,archive_summaries,1.9640065973742997,0.32910900070884264,True
smooth,0,3503121042,atlas_no_rejection,3,2.2931155980831424,True,0.5603794122290049,4.02585178393728,archive_summaries,1.9640065973742997,0.32910900070884264,True
smooth,0,3503121042,semantic_forced,3,2.1537460736955114,True,1.1286975903507888,3.1787945570402343,archive_summaries,1.9640065973742997,0.1897394763212117,True
smooth,0,3503121042,ivw_meta,3,2.069580404800221,True,,,archive_summaries,1.9640065973742997,0.10557380742592137,
smooth,0,3503121042,random_effects_meta,3,2.069580404800221,True,,,archive_summaries,1.9640065973742997,0.10557380742592137,
smooth,0,3503121042,full_nearest,3,2.3367530770896074,True,,,archive_summaries,1.9640065973742997,0.3727464797153077,
smooth,0,3503121042,ridge_meta_regression,3,2.3753655821800788,True,,,archive_summaries,1.9640065973742997,0.41135898480577904,
smooth,0,3503121042,rbf_kernel_ridge,3,2.56607884935994,True,,,archive_summaries,1.9640065973742997,0.6020722519856401,
smooth,0,3503121042,unit_ridge_t_learner,3,2.012261779132684,True,,,source_individuals,1.9640065973742997,0.04825518175838406,
smooth,0,3503121042,atlas,4,2.1816628130262834,True,0.19340922355619172,4.169916402496375,archive_summaries,1.4987113274275774,0.682951485598706,True
smooth,0,3503121042,atlas_no_rejection,4,2.1816628130262834,True,0.49222618313894895,3.871099442913618,archive_summaries,1.4987113274275774,0.682951485598706,True
smooth,0,3503121042,semantic_forced,4,1.9646269351477046,True,0.8458187625310918,3.083435107764317,archive_summaries,1.4987113274275774,0.4659156077201272,True
smooth,0,3503121042,ivw_meta,4,2.069580404800221,True,,,archive_summaries,1.4987113274275774,0.5708690773726437,
smooth,0,3503121042,random_effects_meta,4,2.069580404800221,True,,,archive_summaries,1.4987113274275774,0.5708690773726437,
smooth,0,3503121042,full_nearest,4,2.3065528788619316,True,,,archive_summaries,1.4987113274275774,0.8078415514343542,
smooth,0,3503121042,ridge_meta_regression,4,2.228931946023821,True,,,archive_summaries,1.4987113274275774,0.7302206185962434,
smooth,0,3503121042,rbf_kernel_ridge,4,2.3502823283984684,True,,,archive_summaries,1.4987113274275774,0.851571000970891,
smooth,0,3503121042,unit_ridge_t_learner,4,1.6112109204171805,True,,,source_individuals,1.4987113274275774,0.1124995929896031,
smooth,0,3503121042,atlas,5,2.547731558870774,True,0.56963407626393,4.525829041477618,archive_summaries,1.4609598385808062,1.0867717202899676,True
smooth,0,3503121042,atlas_no_rejection,5,2.547731558870774,True,0.8008077434333032,4.2946553743082445,archive_summaries,1.4609598385808062,1.0867717202899676,True
smooth,0,3503121042,semantic_forced,5,2.056786340647671,True,0.8669326233883952,3.246640057906947,archive_summaries,1.4609598385808062,0.5958265020668649,True
smooth,0,3503121042,ivw_meta,5,2.069580404800221,True,,,archive_summaries,1.4609598385808062,0.6086205662194148,
smooth,0,3503121042,random_effects_meta,5,2.069580404800221,True,,,archive_summaries,1.4609598385808062,0.6086205662194148,
smooth,0,3503121042,full_nearest,5,2.0049621653305656,True,,,archive_summaries,1.4609598385808062,0.5440023267497593,
smooth,0,3503121042,ridge_meta_regression,5,2.38261890159256,True,,,archive_summaries,1.4609598385808062,0.9216590630117538,
smooth,0,3503121042,rbf_kernel_ridge,5,2.504781822834249,True,,,archive_summaries,1.4609598385808062,1.0438219842534429,
smooth,0,3503121042,unit_ridge_t_learner,5,1.7137216795852734,True,,,source_individuals,1.4609598385808062,0.2527618410044672,
smooth,1,1339470112,atlas,0,1.6781508434971788,True,-1.0913429915257482,4.447644678520106,archive_summaries,1.6922223235637268,0.014071480066548014,True
smooth,1,1339470112,atlas_no_rejection,0,1.6781508434971788,True,-0.6596084345174194,4.0159101215117765,archive_summaries,1.6922223235637268,0.014071480066548014,True
smooth,1,1339470112,semantic_forced,0,1.6642180635367474,True,0.4350246199767529,2.893411507096742,archive_summaries,1.6922223235637268,0.028004260026979422,True
smooth,1,1339470112,ivw_meta,0,1.6614810349159714,True,,,archive_summaries,1.6922223235637268,0.030741288647755383,
smooth,1,1339470112,random_effects_meta,0,1.6614810349159714,True,,,archive_summaries,1.6922223235637268,0.030741288647755383,
