method,seed_batch,replicate,split_seed,target_object_id,heldout_local_contrast,reconstructed_contrast,signed_reconstruction_error,absolute_reconstruction_error,accepted,interval_lower,interval_upper,interval_includes_reference,certificate_radius
semantic_forced,0,9,820128927,local_009,0.2851447825113933,0.8210007749654046,0.5358559924540113,0.5358559924540113,True,-0.7061893522703556,2.3481909022011647,True,1.5271901272357602
nearest_semantic,0,9,820128927,local_009,0.2851447825113933,2.6824910593668623,2.397346276855469,2.397346276855469,True,-1.13661723597812,6.5015993547118445,True,3.819108295344982
global_mean,0,9,820128927,local_009,0.2851447825113933,1.6117296364640519,1.3265848539526586,1.3265848539526586,True,0.4653790537851419,2.758080219142962,False,1.14635058267891
atlas,0,9,820128927,local_018,0.030611106676933453,0.8604254273929701,0.8298143207160367,0.8298143207160367,False,-3.4642616195744216,5.185112474360362,True,4.324687046967392
atlas_no_rejection,0,9,820128927,local_018,0.030611106676933453,0.8604254273929701,0.8298143207160367,0.8298143207160367,True,-3.0718461863480426,4.792697041133983,True,3.9322716137410128
semantic_forced,0,9,820128927,local_018,0.030611106676933453,2.669554372978687,2.6389432663017534,2.6389432663017534,True,1.4728117759501218,3.8662969700072516,False,1.196742597028565
nearest_semantic,0,9,820128927,local_018,0.030611106676933453,3.3243548706847355,3.293743764007802,3.293743764007802,True,-1.4404753011617482,8.08918504253122,True,4.764830171846484
global_mean,0,9,820128927,local_018,0.030611106676933453,1.6117296364640519,1.5811185297871184,1.5811185297871184,True,0.4573554837923568,2.766103789135747,False,1.154374152671695
atlas,0,9,820128927,local_019,-0.01264156401752281,0.04891862311629108,0.06156018713381389,0.06156018713381389,False,-3.413185667713527,3.511022913946109,True,3.462104290829818
atlas_no_rejection,0,9,820128927,local_019,-0.01264156401752281,0.04891862311629108,0.06156018713381389,0.06156018713381389,True,-3.038211918743623,3.136049164976205,True,3.087130541859914
semantic_forced,0,9,820128927,local_019,-0.01264156401752281,2.451564773811682,2.464206337829205,2.464206337829205,True,0.9371193921668421,3.966010155456522,False,1.51444538164484
nearest_semantic,0,9,820128927,local_019,-0.01264156401752281,2.162841306612088,2.1754828706296108,2.1754828706296108,True,-1.854924719271689,6.180607332495865,True,4.017766025883777
global_mean,0,9,820128927,local_019,-0.01264156401752281,1.6117296364640519,1.6243712004815747,1.6243712004815747,True,0.24276593472621166,2.980693338201892,False,1.3689637017378402
atlas,0,9,820128927,local_026,3.3589079998016356,3.345913443219687,-0.01299455658194848,0.01299455658194848,True,0.5909122725517459,6.100914613887628,True,2.755001170667941
atlas_no_rejection,0,9,820128927,local_026,3.3589079998016356,3.345913443219687,-0.01299455658194848,0.01299455658194848,True,0.7938734359103026,5.897953450529071,True,2.5520400073093845
semantic_forced,0,9,820128927,local_026,3.3589079998016356,2.175650137938742,-1.1832578618628937,1.1832578618628937,True,0.9192732199865876,3.432027055890896,True,1.2563769179521542
nearest_semantic,0,9,820128927,local_026,3.3589079998016356,3.890250156784058,0.5313421569824226,0.5313421569824226,True,-0.23291550139128825,8.013415814959405,True,4.123165658175346
global_mean,0,9,820128927,local_026,3.3589079998016356,1.6117296364640519,-1.7471783633375837,1.7471783633375837,True,0.5497160425839742,2.6737432303441295,False,1.0620135938800777
atlas,0,9,820128927,local_027,6.076206580528844,6.176477970981111,0.10027139045226718,0.10027139045226718,True,3.4316032980692217,8.921352643893,True,2.744874672911889
atlas_no_rejection,0,9,820128927,local_027,6.076206580528844,6.176477970981111,0.10027139045226718,0.10027139045226718,True,3.5268639050690256,8.826092036893197,True,2.6496140659120853
semantic_forced,0,9,820128927,local_027,6.076206580528844,4.076929632926355,-1.999276947602489,1.999276947602489,True,2.6335805873155085,5.520278678537201,False,1.443349045610846
nearest_semantic,0,9,820128927,local_027,6.076206580528844,6.216447191482935,0.14024061095409124,0.14024061095409124,True,2.026522260862694,10.406372122103175,True,4.189924930620241
global_mean,0,9,820128927,local_027,6.076206580528844,1.6117296364640519,-4.464476944064792,4.464476944064792,True,0.12814783045497724,3.0953114424731263,False,1.4835818060090746
atlas,0,9,820128927,local_030,4.664717645328949,1.9695805606950656,-2.6951370846338834,2.6951370846338834,True,-1.1328863074857765,5.072047428875908,True,3.102466868180842
atlas_no_rejection,0,9,820128927,local_030,4.664717645328949,1.9695805606950656,-2.6951370846338834,2.6951370846338834,True,-1.0046535048377248,4.943814626227856,True,2.9742340655327903
semantic_forced,0,9,820128927,local_030,4.664717645328949,0.6791791755926103,-3.9855384697363387,3.9855384697363387,True,-0.9959686312251183,2.3543269824103388,False,1.6751478068177286
nearest_semantic,0,9,820128927,local_030,4.664717645328949,3.192841780011454,-1.4718758653174948,1.4718758653174948,True,-4.411857686257582,10.79754124628049,True,7.604699466269036
global_mean,0,9,820128927,local_030,4.664717645328949,1.6117296364640519,-3.0529880088648973,3.0529880088648973,True,0.5899877476734494,2.633471525254654,False,1.0217418887906025
atlas,0,9,820128927,local_040,1.2805820576985676,1.4487979353486877,0.16821587765012014,0.16821587765012014,True,-1.2723499515481755,4.169945822245551,True,2.7211478868968633
atlas_no_rejection,0,9,820128927,local_040,1.2805820576985676,1.4487979353486877,0.16821587765012014,0.16821587765012014,True,-1.0877985422071927,3.985394412904568,True,2.5365964775558805
semantic_forced,0,9,820128927,local_040,1.2805820576985676,-0.1486177024498695,-1.4291997601484372,1.4291997601484372,True,-1.4002580430012648,1.103022638101526,False,1.2516403405513954
nearest_semantic,0,9,820128927,local_040,1.2805820576985676,-1.1420851462190953,-2.422667203917663,2.422667203917663,True,-4.238612842581128,1.9544425501429377,True,3.096527696362033
global_mean,0,9,820128927,local_040,1.2805820576985676,1.6117296364640519,0.3311475787654843,0.3311475787654843,True,0.575810491386145,2.6476487815419585,True,1.0359191450779068
atlas,0,9,820128927,local_044,2.4753185280143444,1.8477709048922553,-0.6275476231220891,0.6275476231220891,True,-1.3182437712204471,5.013785581004957,True,3.1660146761127024
atlas_no_rejection,0,9,820128927,local_044,2.4753185280143444,1.8477709048922553,-0.6275476231220891,0.6275476231220891,True,-1.1316684532190269,4.827210263003537,True,2.979439358111282
semantic_forced,0,9,820128927,local_044,2.4753185280143444,2.6676814088313,0.19236288081695552,0.19236288081695552,True,1.5809459144011417,3.754416903261458,True,1.0867354944301582
nearest_semantic,0,9,820128927,local_044,2.4753185280143444,2.9606815474444153,0.4853630194300709,0.4853630194300709,True,-0.7853466906751994,6.70670978556403,True,3.7460282381196146
global_mean,0,9,820128927,local_044,2.4753185280143444,1.6117296364640519,-0.8635888915502925,0.8635888915502925,True,0.5785353616749298,2.6449239112531737,True,1.033194274789122
atlas,0,9,820128927,local_052,1.2522175806439106,0.999887837146578,-0.2523297434973326,0.2523297434973326,False,-3.754301525860254,5.75407720015341,True,4.754189363006832
atlas_no_rejection,0,9,820128927,local_052,1.2522175806439106,0.999887837146578,-0.2523297434973326,0.2523297434973326,True,-3.5531492156746562,5.552924889967812,True,4.553037052821234
semantic_forced,0,9,820128927,local_052,1.2522175806439106,1.1374633126640874,-0.11475426797982324,0.11475426797982324,True,-1.0571341557335576,3.3320607810617324,True,2.194597468397645
nearest_semantic,0,9,820128927,local_052,1.2522175806439106,0.999887837146578,-0.2523297434973326,0.2523297434973326,True,-3.3505018866737304,5.3502775609668864,True,4.350389723820308
global_mean,0,9,820128927,local_052,1.2522175806439106,1.6117296364640519,0.35951205582014123,0.35951205582014123,True,-0.7032283627507059,3.9266876356788094,True,2.3149579992147578
atlas,0,9,820128927,local_054,6.346695914633365,6.0385288618504225,-0.30816705278294254,0.30816705278294254,True,2.7891751120987354,9.28788261160211,True,3.249353749751687
atlas_no_rejection,0,9,820128927,local_054,6.346695914633365,6.0385288618504225,-0.30816705278294254,0.30816705278294254,True,2.9285435404510265,9.14851418324982,True,3.109985321399396
semantic_forced,0,9,820128927,local_054,6.346695914633365,3.5941334910302616,-2.7525624236031034,2.7525624236031034,True,2.00237555936324,5.185891422697283,False,1.5917579316670218
nearest_semantic,0,9,820128927,local_054,6.346695914633365,6.879289266540233,0.5325933519068684,0.5325933519068684,True,2.2449142259868644,11.513664307093602,True,4.634375040553369
global_mean,0,9,820128927,local_054,6.346695914633365,1.6117296364640519,-4.734966278169313,4.734966278169313,True,0.04453807862702286,3.178921194301081,False,1.567191557837029
atlas,0,9,820128927,local_056,0.36404961917274914,0.7078321241539417,0.34378250498119256,0.34378250498119256,False,-3.1264054477140872,4.54206969602197,True,3.834237571868029
atlas_no_rejection,0,9,820128927,local_056,0.36404961917274914,0.7078321241539417,0.34378250498119256,0.34378250498119256,True,-2.6745237237415713,4.0901879720494545,True,3.382355847895513
semantic_forced,0,9,820128927,local_056,0.36404961917274914,-0.10318150183812375,-0.4672311210108729,0.4672311210108729,True,-1.1638096871149843,0.957446683438737,True,1.0606281852768606
nearest_semantic,0,9,820128927,local_056,0.36404961917274914,-1.117637334187826,-1.4816869533605752,1.4816869533605752,True,-4.832874202342684,2.597599533967032,True,3.715236868154858
global_mean,0,9,820128927,local_056,0.36404961917274914,1.6117296364640519,1.2476800172913027,1.2476800172913027,True,0.6594918292481823,2.5639674436799216,False,0.9522378072158696
atlas,0,9,820128927,local_058,2.037608550976484,2.9903043752182255,0.9526958242417414,0.9526958242417414,True,0.2627535317374652,5.717855218698986,True,2.7275508434807603
atlas_no_rejection,0,9,820128927,local_058,2.037608550976484,2.9903043752182255,0.9526958242417414,0.9526958242417414,True,0.4091352711926248,5.571473479243826,True,2.5811691040256006
semantic_forced,0,9,820128927,local_058,2.037608550976484,2.850660856376354,0.8130523053998697,0.8130523053998697,True,1.402151608185517,4.299170104567191,True,1.4485092481908368
nearest_semantic,0,9,820128927,local_058,2.037608550976484,2.8589108825256133,0.8213023315491292,0.8213023315491292,True,-1.0546487953437595,6.772470560394986,True,3.913559677869373
global_mean,0,9,820128927,local_058,2.037608550976484,1.6117296364640519,-0.4258789145124322,0.4258789145124322,True,0.39107148809590053,2.8323877848322034,True,1.2206581483681513
atlas,0,9,820128927,local_059,-0.41983662442111847,-0.028581529373031878,0.3912550950480866,0.3912550950480866,True,-1.657627194841112,1.6004641360950485,True,1.6290456654680803
atlas_no_rejection,0,9,820128927,local_059,-0.41983662442111847,-0.028581529373031878,0.3912550950480866,0.3912550950480866,True,-1.52867536365439,1.4715123049083263,True,1.5000938342813581
